token,type,score,cummulative percentage
kiér,VERB,1,96.89
lombosodik,VERB,1,96.89
elterül,VERB,1,96.89
rejtelmes,ADJ,1,96.9
susogva,ADV,1,96.9
keresve,ADV,1,96.9
utcalámpa,NOUN,1,96.9
deszkapalánok,NOUN,1,96.9
közvetlen,ADJ,1,96.91
megfigyelhet,VERB,1,96.91
nincs,VERB,1,96.91
pisszent,VERB,1,96.91
recsegni-ropog,VERB,1,96.92
korhadó,ADJ,1,96.92
ugorj,VERB,1,96.92
veteményeságy,NOUN,1,96.92
vidéki,ADJ,1,96.92
figyelmes,ADJ,1,96.93
bokro,NOUN,1,96.93
suttogó,ADJ,1,96.93
beépítve,ADV,1,96.93
guggolva,ADV,1,96.94
szentírás,NOUN,1,96.94
körül,ADV,1,96.94
megnyugodva,ADV,1,96.94
felvált,VERB,1,96.95
jelző,ADJ,1,96.95
járat,NOUN,1,96.95
gombóccá,NOUN,1,96.95
gubbaszkodva,ADV,1,96.95
lopózik,VERB,1,96.96
fölszerelt,ADJ,1,96.96
beszop,VERB,1,96.96
szopd,VERB,1,96.96
szop,VERB,1,96.97
beköt,VERB,1,96.97
nagyúri,ADJ,1,96.97
utánozva,ADV,1,96.97
építési,ADJ,1,96.97
moha,NOUN,1,96.98
teletűzdelve,ADV,1,96.98
rándul,VERB,1,96.98
történelem,NOUN,1,96.98
szemedbe,NOUN,1,96.99
tréfa,NOUN,1,96.99
bodzabokor,NOUN,1,96.99
köv,NOUN,1,96.99
kapaszkodva,ADV,1,96.99
mindenféle,ADJ,1,97.0
módszer,NOUN,1,97.0
nyöszörgő,ADJ,1,97.0
lapul,VERB,1,97.0
piszkál,VERB,1,97.01
hasaló,ADJ,1,97.01
bibircsós,ADJ,1,97.01
orrú,ADJ,1,97.01
csúcsíves,ADJ,1,97.02
befér,VERB,1,97.02
végképpen,ADJ,1,97.02
úti,ADJ,1,97.02
átesik,VERB,1,97.02
dohos,ADJ,1,97.03
pincéej,NOUN,1,97.03
botorkálás,NOUN,1,97.03
gyér,ADJ,1,97.03
regény,NOUN,1,97.04
tanúság,NOUN,1,97.04
faragva,ADV,1,97.04
ezüstpapír,NOUN,1,97.04
beragasztva,ADV,1,97.04
több,VERB,1,97.05
rejtett,ADJ,1,97.05
gyöngéd,ADJ,1,97.05
bök,VERB,1,97.05
kapva,ADV,1,97.06
gyöngyház,NOUN,1,97.06
kicsike,ADJ,1,97.06
tenyészt,VERB,1,97.06
nőve,ADV,1,97.07
lombos,ADJ,1,97.07
fölvillan,VERB,1,97.07
ide-oda,ADV,1,97.07
készülődik,VERB,1,97.07
aggódva,ADV,1,97.08
szemügyre,ADV,1,97.08
elfeledkezve,ADV,1,97.08
lámpás,ADJ,1,97.08
megjegyzés,NOUN,1,97.09
gyanú,NOUN,1,97.09
kever,VERB,1,97.09
csalán,NOUN,1,97.09
parti,ADJ,1,97.09
csillagos,ADJ,1,97.1
másik,NOUN,1,97.1
érthető,ADJ,1,97.1
motoszkálás,NOUN,1,97.1
búsul,VERB,1,97.11
kerülniök,VERB,1,97.11
előrelátó,ADJ,1,97.11
kettő,VERB,1,97.11
kinél,ADV,1,97.11
rézkilincs,NOUN,1,97.12
rongy,NOUN,1,97.12
srófhúzó,NOUN,1,97.12
ráköt,VERB,1,97.12
karika,NOUN,1,97.13
vontat,VERB,1,97.13
rozoga,ADJ,1,97.13
elfütyül,VERB,1,97.13
megrészegedik,VERB,1,97.14
iszapos,ADJ,1,97.14
belepottyan,VERB,1,97.14
lé,NOUN,1,97.14
meder,NOUN,1,97.14
nevetséges,ADJ,1,97.15
görcsös,ADJ,1,97.15
tollszár,NOUN,1,97.15
vékonyságú,ADJ,1,97.15
visszatart,VERB,1,97.16
kipuffan,VERB,1,97.16
csurogva-csöpögve,ADV,1,97.16
ijedség,NOUN,1,97.16
ellök,VERB,1,97.16
lusta,ADJ,1,97.17
felfodroz,VERB,1,97.17
nesztelen,ADJ,1,97.17
gubbaszkodó,ADJ,1,97.17
vacog,VERB,1,97.18
hohó,ADV,1,97.18
hagyhat,VERB,1,97.18
elmenekül,VERB,1,97.18
szá,NOUN,1,97.18
eltaszít,VERB,1,97.19
járt-kel,VERB,1,97.19
kettőzött,ADJ,1,97.19
érdekel,VERB,1,97.19
kétfelől,ADV,1,97.2
reteszel,VERB,1,97.2
megborzongat,VERB,1,97.2
erődökben,NOUN,1,97.2
odajöj,VERB,1,97.21
megbeszél,VERB,1,97.21
jöttök,VERB,1,97.21
helyes,ADJ,1,97.21
megvéd,VERB,1,97.21
kitűz,VERB,1,97.22
kapzsiság,NOUN,1,97.22
orosz,NOUN,1,97.22
japáni,NOUN,1,97.22
megszerez,VERB,1,97.23
annyiban,ADV,1,97.23
csuromvíz,NOUN,1,97.23
tűzfény,NOUN,1,97.23
ülő,ADJ,1,97.23
művel,VERB,1,97.24
pici,ADJ,1,97.24
befelé,ADV,1,97.24
illesztve,ADV,1,97.24
hátraszól,VERB,1,97.25
lombkorona,NOUN,1,97.25
ernyő,NOUN,1,97.25
fatörzs,NOUN,1,97.25
sötétség,NOUN,1,97.26
vágtat,VERB,1,97.26
indulás,NOUN,1,97.26
idejövet,ADV,1,97.26
félig,ADV,1,97.26
száraz,NOUN,1,97.27
beletaszít,VERB,1,97.27
eloltva,ADV,1,97.27
fút,VERB,1,97.27
bömbölő,NOUN,1,97.28
kínlódó,ADJ,1,97.28
tűzött,ADJ,1,97.28
bajlódó,ADJ,1,97.28
vonatkozó,ADJ,1,97.28
taszít,VERB,1,97.29
beleugrik,VERB,1,97.29
evez,VERB,1,97.29
keríts,VERB,1,97.29
kerítve,ADV,1,97.3
merre,ADV,1,97.3
lélekszakadtából,NOUN,1,97.3
gyep,NOUN,1,97.3
ciprus,NOUN,1,97.3
üvegtete,NOUN,1,97.31
üvegfal,NOUN,1,97.31
beszűrődik,VERB,1,97.31
levelű,ADJ,1,97.31
törzsű,ADJ,1,97.32
láda,NOUN,1,97.32
mimóza,NOUN,1,97.32
kupola,NOUN,1,97.32
legyezőlevelű,ADJ,1,97.33
babér,NOUN,1,97.33
narancsfa,NOUN,1,97.33
fojtó,ADJ,1,97.33
illatú,ADJ,1,97.33
fűszeres,ADJ,1,97.34
szag,NOUN,1,97.34
tölt,VERB,1,97.34
üvegcsarnok,NOUN,1,97.34
megzörren,VERB,1,97.35
vél,VERB,1,97.35
futkos,ADJ,1,97.35
biztonság,NOUN,1,97.35
kimerült,ADJ,1,97.35
ázva,ADV,1,97.36
botorkálik,VERB,1,97.36
bokrocska,NOUN,1,97.36
szagos,ADJ,1,97.36
fü,NOUN,1,97.37
virág,NOUN,1,97.37
botlik,VERB,1,97.37
megakadályozhat,VERB,1,97.37
rápörcent,VERB,1,97.37
kiüt,VERB,1,97.38
fellobbanó,ADJ,1,97.38
kivilágít,VERB,1,97.38
ropogó,ADJ,1,97.38
középajtó,NOUN,1,97.39
megokolás,NOUN,1,97.39
páfránylevél,NOUN,1,97.39
állhat,VERB,1,97.39
rejtőzik,VERB,1,97.4
harcvágy,NOUN,1,97.4
fölfedeztetés,NOUN,1,97.4
oldali,ADJ,1,97.4
keresgélés,NOUN,1,97.4
kímél,VERB,1,97.41
vízi,ADJ,1,97.41
szörnyeteg,NOUN,1,97.41
panaszkodik,VERB,1,97.41
siránkozzál,VERB,1,97.42
esté,NOUN,1,97.42
fogadtatás,NOUN,1,97.42
bemászik,VERB,1,97.42
rálép,VERB,1,97.42
csíp,VERB,1,97.43
menekülés,NOUN,1,97.43
trappolás,NOUN,1,97.43
elbolondít,VERB,1,97.43
keresztülugrik,VERB,1,97.44
tornász,NOUN,1,97.44
utolsó,ADJ,1,97.44
fészkel,VERB,1,97.44
lyukas,ADJ,1,97.44
megmenekül,VERB,1,97.45
ballagó,ADJ,1,97.45
nekivadult,ADJ,1,97.45
utcácska,NOUN,1,97.45
történhetik,VERB,1,97.46
közeli,ADJ,1,97.46
árvaház,NOUN,1,97.46
világlik,VERB,1,97.46
bennakad,VERB,1,97.47
rézkrajcár,NOUN,1,97.47
folydogál,VERB,1,97.47
angyalos,ADJ,1,97.47
pilulásskatulya,NOUN,1,97.47
összesen,ADV,1,97.48
füttyel,NOUN,1,97.48
kikívánkozik,VERB,1,97.48
osztályterem,NOUN,1,97.48
könyveikhez,NOUN,1,97.49
számol,VERB,1,97.49
élmény,NOUN,1,97.49
veszedelm,NOUN,1,97.49
forog,VERB,1,97.49
harapófogó,NOUN,1,97.5
füllent,VERB,1,97.5
vadállat,NOUN,1,97.5
máglya,NOUN,1,97.5
megsüketít,VERB,1,97.51
titkolózik,VERB,1,97.51
lét,NOUN,1,97.51
eltörpül,VERB,1,97.51
hangoztat,VERB,1,97.52
okvetlenül,ADV,1,97.52
előléptet,VERB,1,97.52
mutatva,ADV,1,97.52
jelen,ADV,1,97.52
bejöttök,VERB,1,97.53
meghívás,NOUN,1,97.53
kisiet,VERB,1,97.53
zsongás,NOUN,1,97.53
csoszogás,NOUN,1,97.54
nagyablakos,ADJ,1,97.54
feketéllik,VERB,1,97.54
irigy,ADJ,1,97.54
percnyi,ADJ,1,97.54
tejüveges,ADJ,1,97.55
előremegy,VERB,1,97.55
tiszteletteljes,ADJ,1,97.55
asztalfő,NOUN,1,97.55
alulról,NOUN,1,97.56
hazasiető,ADJ,1,97.56
könyvtáras,ADJ,1,97.56
alakítot,VERB,1,97.56
beragaszt,VERB,1,97.56
körem,NOUN,1,97.57
elszárad,VERB,1,97.57
pityeregve,ADV,1,97.57
hadarva,ADJ,1,97.57
vallomás,NOUN,1,97.58
helyzet,NOUN,1,97.58
énekterem,NOUN,1,97.58
megszólít,VERB,1,97.58
bevág,VERB,1,97.59
tépő,ADJ,1,97.59
odahaza,ADV,1,97.59
becsináltat,VERB,1,97.59
fenyegető,ADJ,1,97.59
bajodon,NOUN,1,97.6
szepeg,VERB,1,97.6
komfortábli,NOUN,1,97.6
gyalog,ADV,1,97.6
kotorászik,VERB,1,97.61
kirak,VERB,1,97.61
egykoronás,ADJ,1,97.61
látta,NOUN,1,97.61
elkomorodik,VERB,1,97.61
fizetés,NOUN,1,97.62
váltóügyvéd,NOUN,1,97.62
íróasztal,NOUN,1,97.62
sóz,VERB,1,97.62
tüstént,NOUN,1,97.63
bizonyára,ADV,1,97.63
visszavisz,VERB,1,97.63
gondolkodó,NOUN,1,97.63
gyilkos,ADJ,1,97.63
emlékezet,NOUN,1,97.64
gumi,NOUN,1,97.64
készült,ADJ,1,97.64
tintapárnás,ADJ,1,97.64
bádogskatulya,NOUN,1,97.65
1889.,ADJ,1,97.65
megcsóvál,VERB,1,97.65
nyugton,ADV,1,97.65
picike,ADJ,1,97.66
drótnyelű,ADJ,1,97.66
továb,ADV,1,97.66
márt,VERB,1,97.66
oszlatva,ADV,1,97.66
ilyesmi,NOUN,1,97.67
magaviselet,NOUN,1,97.67
kevésbé,ADV,1,97.67
kórus,NOUN,1,97.67
zavaros,ADJ,1,97.68
alázatos,ADJ,1,97.68
valamelyik,ADJ,1,97.68
eljár,VERB,1,97.68
potyka,NOUN,1,97.68
odaragaszt,VERB,1,97.69
alapította,VERB,1,97.69
föloszlatott,ADJ,1,97.69
várakozó,ADJ,1,97.69
kihallgatás,NOUN,1,97.7
kiáltásaiktól,NOUN,1,97.7
mélyedve,ADV,1,97.7
megebédel,VERB,1,97.7
másnapi,ADJ,1,97.7
rovás,NOUN,1,97.71
rettentő,ADJ,1,97.71
nézet,NOUN,1,97.71
tilalom,NOUN,1,97.71
ragacs,NOUN,1,97.72
felszólal,VERB,1,97.72
kétkrajcáros,ADJ,1,97.72
csöngettyű,NOUN,1,97.72
mindenáron,ADV,1,97.73
lóhalál,NOUN,1,97.73
aprófás,ADJ,1,97.73
döcög,VERB,1,97.73
elhaladva,ADV,1,97.73
lekerül,VERB,1,97.74
összeér,VERB,1,97.74
mily,ADJ,1,97.74
fedez,VERB,1,97.74
hátratekinget,VERB,1,97.75
félte,NOUN,1,97.75
szív,VERB,1,97.75
idevaló,ADJ,1,97.75
ere,NOUN,1,97.75
előredug,VERB,1,97.76
perem,NOUN,1,97.76
sokszor,ADV,1,97.76
osztályrész,NOUN,1,97.76
elszív,VERB,1,97.77
kieszelt,ADJ,1,97.77
besompolyoghat,VERB,1,97.77
varázsol,VERB,1,97.77
elvégre,ADV,1,97.78
közlegény,ADJ,1,97.78
vasfogú,ADJ,1,97.78
fedél,NOUN,1,97.78
kirág,VERB,1,97.78
család,NOUN,1,97.79
tapasztal,VERB,1,97.79
magányos,ADJ,1,97.79
dörmögve,ADV,1,97.79
széthord,VERB,1,97.8
gazdag,ADJ,1,97.8
nyikorog,VERB,1,97.8
értesít,VERB,1,97.8
kikerget,VERB,1,97.8
gyűlésezik,VERB,1,97.81
recsegő,ADJ,1,97.81
méreg,NOUN,1,97.81
működik,VERB,1,97.81
titoktartási,ADJ,1,97.82
megbüntet,VERB,1,97.82
másfelé,ADV,1,97.82
azalatt,ADV,1,97.82
kiosonhat,VERB,1,97.82
összefog,VERB,1,97.83
uccu,NOUN,1,97.83
cserbenhagy,VERB,1,97.83
kizár,VERB,1,97.83
földszintes,ADJ,1,97.84
nekiszalad,VERB,1,97.84
állniok,VERB,1,97.84
bekanyarodik,VERB,1,97.84
boka,ADJ,1,97.85
utcasarok,NOUN,1,97.85
leszögez,VERB,1,97.85
árva,ADJ,1,97.85
labdázó,ADJ,1,97.85
odabenn,ADV,1,97.86
övék,ADJ,1,97.86
terméketlen,ADJ,1,97.86
hepehupás,ADJ,1,97.86
szorított,ADJ,1,97.87
gyereklelk,NOUN,1,97.87
tél,NOUN,1,97.87
mulattat,VERB,1,97.87
higgadt,ADJ,1,97.87
ráborul,VERB,1,97.88
közeledte,NOUN,1,97.88
mely,NOUN,1,97.88
őrö,NOUN,1,97.88
fegyveres,ADJ,1,97.89
ezüstpapiros,NOUN,1,97.89
lekuporodik,VERB,1,97.89
zsákmányol,VERB,1,97.89
dárda,NOUN,1,97.89
kivezet,VERB,1,97.9
gyepes,ADJ,1,97.9
sül,VERB,1,97.9
vélemény,NOUN,1,97.9
megszerezhet,VERB,1,97.91
felügyel,VERB,1,97.91
annyi,ADV,1,97.91
alkudozik,VERB,1,97.91
szépszeri,ADJ,1,97.92
kikergetés,NOUN,1,97.92
alattomos,ADJ,1,97.92
kitessékel,VERB,1,97.92
rokonszenvez,VERB,1,97.92
jövevény,NOUN,1,97.93
mostantól,ADV,1,97.93
hadnagyi,ADJ,1,97.93
halogat,VERB,1,97.93
gyaníta,VERB,1,97.94
recsegett-ropog,VERB,1,97.94
ámuló,ADJ,1,97.94
idetoppant,ADJ,1,97.94
maradhat,VERB,1,97.94
ámulat,NOUN,1,97.95
közibük,NOUN,1,97.95
páhol,VERB,1,97.95
hamarább,ADV,1,97.95
félvállról,NOUN,1,97.96
csavarintás,NOUN,1,97.96
átkozott,ADJ,1,97.96
röppen,VERB,1,97.96
ugrál,VERB,1,97.96
kilátszik,VERB,1,97.97
hahota,NOUN,1,97.97
vizű,ADJ,1,97.97
ujjong,VERB,1,97.97
kurjant,VERB,1,97.98
kacagás,NOUN,1,97.98
szétterpesztett,ADJ,1,97.98
integetve,ADV,1,97.98
istenigazából,ADV,1,97.99
csepegő-csurgó,ADJ,1,97.99
kabátujj,NOUN,1,97.99
kanna,NOUN,1,97.99
simogat,VERB,1,97.99
széthúz,VERB,1,98.0
kevélyes,ADJ,1,98.0
fejbólintás,NOUN,1,98.0
újesztende,NOUN,1,98.0
összeszűr,VERB,1,98.01
nyomtat,VERB,1,98.01
hízeleghet,VERB,1,98.01
ezer,ADV,1,98.01
eljöttök,VERB,1,98.01
másképpen,ADV,1,98.02
elbánik,VERB,1,98.02
tíz,NOUN,1,98.02
felnőtt,NOUN,1,98.02
hozzányúl,VERB,1,98.03
ezüsthegyű,ADJ,1,98.03
megvillan,VERB,1,98.03
holdfény,NOUN,1,98.03
cuppogás,NOUN,1,98.04
tanácstalan,ADJ,1,98.04
karfáoj,NOUN,1,98.04
rabol,VERB,1,98.04
tűrő,ADJ,1,98.04
sürgető,ADJ,1,98.05
beledug,VERB,1,98.05
holdvilágos,ADJ,1,98.05
feláldozás,NOUN,1,98.05
nyomtatott,ADJ,1,98.06
pingálva,ADV,1,98.06
tus,NOUN,1,98.06
vérpiros,ADJ,1,98.06
támadni,VERB,1,98.06
métázás,NOUN,1,98.07
labdatáros,NOUN,1,98.07
elkövetkezendő,ADJ,1,98.07
ragasztott,ADJ,1,98.07
tíz,ADV,1,98.08
húsz,ADV,1,98.08
szaval,VERB,1,98.08
alant,ADJ,1,98.08
visszasiet,VERB,1,98.08
elszaval,VERB,1,98.09
aláírás,NOUN,1,98.09
szakáll,NOUN,1,98.09
kiszökik,VERB,1,98.09
tábor,NOUN,1,98.1
világraszóló,ADJ,1,98.1
vajas,ADJ,1,98.1
használhatatlan,ADJ,1,98.1
kétségkívül,ADV,1,98.11
meg-megrág,VERB,1,98.11
legrútabbul,ADJ,1,98.11
hanyagság,NOUN,1,98.11
szaladgálás,NOUN,1,98.11
rábír,VERB,1,98.12
előbbre,ADV,1,98.12
ostromol,VERB,1,98.12
fenyeget,VERB,1,98.12
ellentábor,NOUN,1,98.13
föltétlen,ADJ,1,98.13
engedelmesség,NOUN,1,98.13
gyerekjáték,NOUN,1,98.13
kényszerít,VERB,1,98.13
eltér,VERB,1,98.14
eredeti,ADJ,1,98.14
kiszolgáltat,VERB,1,98.14
kénytelen-kelletlen,ADV,1,98.14
üthet,VERB,1,98.15
kuporodik,VERB,1,98.15
védelem,NOUN,1,98.15
rendelt,ADJ,1,98.15
jelölve,ADV,1,98.15
bombázhat,VERB,1,98.16
támogat,VERB,1,98.16
egyhangú,ADJ,1,98.16
kerek,NOUN,1,98.16
mármost,ADV,1,98.17
ugyanekkor,ADV,1,98.17
akadályozzátok,VERB,1,98.17
alkotott,ADJ,1,98.17
keresztülhatol,VERB,1,98.18
csatarend,NOUN,1,98.18
kutyaszorító,NOUN,1,98.18
megad,VERB,1,98.18
megkerülve,ADV,1,98.18
sorakozva,ADV,1,98.19
egyesült,ADJ,1,98.19
képtelen,ADJ,1,98.19
ellentáll,VERB,1,98.19
náthás,ADJ,1,98.2
vennetek,VERB,1,98.2
tiltakozik,VERB,1,98.2
csudálkozva,ADV,1,98.2
ostobaságaitokra,NOUN,1,98.2
vezérember,NOUN,1,98.21
nyakadra,NOUN,1,98.21
hálás,ADJ,1,98.21
megvet,VERB,1,98.21
rojt,NOUN,1,98.22
akadozva,ADV,1,98.22
alap,NOUN,1,98.22
véve,ADV,1,98.22
pajtáskodik,VERB,1,98.23
államtitok,NOUN,1,98.23
avat,VERB,1,98.23
erődhöz,NOUN,1,98.23
átmászás,NOUN,1,98.23
galoppozik,VERB,1,98.24
emberismerő,ADJ,1,98.24
leírás,NOUN,1,98.24
bekerített,ADJ,1,98.24
robogó,ADJ,1,98.25
nagyváros,NOUN,1,98.25
mezőség,NOUN,1,98.25
eldönt,VERB,1,98.25
nemzet,NOUN,1,98.25
különféle,ADJ,1,98.26
űz,VERB,1,98.26
vállalkozik,VERB,1,98.26
gondtalan,ADJ,1,98.26
döntő,ADJ,1,98.27
egyenruhás,ADJ,1,98.27
csatatér,NOUN,1,98.27
kora,ADJ,1,98.27
igazgat,VERB,1,98.27
pártol,VERB,1,98.28
megüt,VERB,1,98.28
jóvátesz,VERB,1,98.28
visszahoz,VERB,1,98.28
mondván,ADV,1,98.29
tépdesve,ADV,1,98.29
rongyolódik,VERB,1,98.29
szétszóródik,VERB,1,98.29
elfulladó,ADJ,1,98.3
vét,VERB,1,98.3
meggyűlöl,VERB,1,98.3
vegyetek,VERB,1,98.3
utánakiált,VERB,1,98.3
kaján,ADJ,1,98.31
fakocka,NOUN,1,98.31
elfojtott,ADJ,1,98.31
produkál,VERB,1,98.31
mégúgy,ADV,1,98.32
meghatva,ADV,1,98.32
megért,VERB,1,98.32
elutasító,ADJ,1,98.32
visszaszól,VERB,1,98.32
tagadó,ADV,1,98.33
száguldozik,VERB,1,98.33
kiosztott,ADJ,1,98.33
mindenünnen,ADV,1,98.33
elfog,VERB,1,98.34
fejetekbe,NOUN,1,98.34
szószegő,ADJ,1,98.34
senki,NOUN,1,98.34
rikácsoló,ADJ,1,98.34
megígér,VERB,1,98.35
tisztáz,VERB,1,98.35
kárörvendő,ADJ,1,98.35
khm,NOUN,1,98.35
vészjósló,ADJ,1,98.36
elmarad,VERB,1,98.36
ohóz,VERB,1,98.36
halaszthat,VERB,1,98.36
mostanában,ADV,1,98.37
ijedez,VERB,1,98.37
csudálkozó,ADJ,1,98.37
galléros,ADJ,1,98.37
viselt,ADJ,1,98.37
körszakállas,ADJ,1,98.38
kivall,VERB,1,98.38
ráparancsol,VERB,1,98.38
gyanúsít,VERB,1,98.38
világélet,NOUN,1,98.39
felszólíta,VERB,1,98.39
lelketekre,NOUN,1,98.39
igaztalan,ADJ,1,98.39
bántot,VERB,1,98.39
látszó,ADJ,1,98.4
gimnazista,NOUN,1,98.4
bizonyíta,VERB,1,98.4
köhögési,ADJ,1,98.4
lelk,NOUN,1,98.41
szemüveges,ADJ,1,98.41
tanuló,NOUN,1,98.41
bámuló,ADJ,1,98.41
bűnös,NOUN,1,98.41
elképedve,ADV,1,98.42
szakállú,ADJ,1,98.42
mindentudó,NOUN,1,98.42
zűrzavar,NOUN,1,98.42
hazug,ADJ,1,98.43
fráter,NOUN,1,98.43
kitagad,VERB,1,98.43
sunyi,ADJ,1,98.43
átbotorkál,VERB,1,98.44
kocsiút,NOUN,1,98.44
közlegényszív,NOUN,1,98.44
mélységes,ADJ,1,98.44
lázas,ADJ,1,98.44
kisbetűvel,NOUN,1,98.45
állapot,NOUN,1,98.45
hadikészülődés,NOUN,1,98.45
felső,ADJ,1,98.45
járó,ADJ,1,98.46
hetedista,NOUN,1,98.46
nyolcadista,NOUN,1,98.46
érdeklődik,VERB,1,98.46
szórakozott,ADJ,1,98.46
más,ADJ,1,98.47
zsörtölődő,ADJ,1,98.47
golyózás,NOUN,1,98.47
képű,ADJ,1,98.47
lelkű,ADJ,1,98.48
lapoz,VERB,1,98.48
eleje,NOUN,1,98.48
szétszóródva,ADV,1,98.48
harmadik,NOUN,1,98.49
kényszerűség,NOUN,1,98.49
aziránt,ADV,1,98.49
megegyezik,VERB,1,98.49
töröl,VERB,1,98.49
vitat,VERB,1,98.5
megvív,VERB,1,98.5
tömeges,ADJ,1,98.5
ügyesség,NOUN,1,98.5
felajánl,VERB,1,98.51
öreg,NOUN,1,98.51
hasznos,ADJ,1,98.51
megtanít,VERB,1,98.51
végignézniök,VERB,1,98.51
megkezdés,NOUN,1,98.52
lenniök,VERB,1,98.52
pipál,VERB,1,98.52
viselő,ADJ,1,98.52
kertes,ADJ,1,98.53
békés,ADJ,1,98.53
hatva,ADV,1,98.53
fölemelő,ADJ,1,98.53
feszült,ADJ,1,98.53
hadsegédi,ADJ,1,98.54
közös,ADJ,1,98.54
költség,NOUN,1,98.54
összeg,NOUN,1,98.54
rúgó,ADJ,1,98.55
hív,ADJ,1,98.55
női,ADJ,1,98.55
öltözik,VERB,1,98.55
kipottyan,VERB,1,98.56
aláss,VERB,1,98.56
papucs,NOUN,1,98.56
felmos,VERB,1,98.56
úré,NOUN,1,98.56
címezve,ADV,1,98.57
paksaméta,NOUN,1,98.57
irkapapír,NOUN,1,98.57
levélpapír,NOUN,1,98.57
levélpapiros,NOUN,1,98.58
árkuspapír,NOUN,1,98.58
végig-végig,ADV,1,98.58
megpróbál,VERB,1,98.58
szakít,VERB,1,98.58
hibázik,VERB,1,98.59
érdemeltétek,VERB,1,98.59
viseltétek,VERB,1,98.59
letagad,VERB,1,98.59
bizonyul,VERB,1,98.6
megvesz,VERB,1,98.6
kiengesztel,VERB,1,98.6
haszontalan,ADJ,1,98.6
fődolog,NOUN,1,98.6
beszélte,VERB,1,98.61
jóváten,VERB,1,98.61
szid,VERB,1,98.61
akárhogy,ADV,1,98.61
dobta,VERB,1,98.62
dobhat,VERB,1,98.62
röhög,VERB,1,98.62
kikémlel,VERB,1,98.62
le,ADV,1,98.63
hallhat,VERB,1,98.63
ugyanúgy,ADV,1,98.63
képzelhet,VERB,1,98.63
elgyöngül,VERB,1,98.63
fáradtság,NOUN,1,98.64
lepottyan,VERB,1,98.64
közibe,NOUN,1,98.64
érett,ADJ,1,98.64
barackfa,NOUN,1,98.65
előbbi,NOUN,1,98.65
katonátok,VERB,1,98.65
hadikutya,NOUN,1,98.65
megbocsáta,VERB,1,98.65
visszaveszik,VERB,1,98.66
ezáltal,ADV,1,98.66
jóvátesez,VERB,1,98.66
bent,ADV,1,98.66
sz.,NOUN,1,98.67
alj,NOUN,1,98.67
megjavul,VERB,1,98.67
érdemes,ADJ,1,98.67
bátortalan,ADJ,1,98.67
mellé,VERB,1,98.68
régi,NOUN,1,98.68
szolgálólány,NOUN,1,98.68
berúg,VERB,1,98.68
ígéret,NOUN,1,98.69
betehet,VERB,1,98.69
ceremónia,NOUN,1,98.69
visszakaphat,VERB,1,98.69
villám,NOUN,1,98.7
halálsápadt,ADJ,1,98.7
félrevezet,VERB,1,98.7
fölkap,VERB,1,98.7
integet,VERB,1,98.7
csáva,NOUN,1,98.71
zörg,VERB,1,98.71
három,NOUN,1,98.71
fegyvertelen,ADJ,1,98.71
buzgóság,NOUN,1,98.72
megizen,VERB,1,98.72
említ,VERB,1,98.72
állapodik,VERB,1,98.72
szeg,VERB,1,98.72
háromféle,ADJ,1,98.73
harcolási,ADJ,1,98.73
lándzsavívás,NOUN,1,98.73
győzve,ADV,1,98.73
birkózhatik,VERB,1,98.74
verekedik,VERB,1,98.74
állván,ADV,1,98.74
kérdezősköd,VERB,1,98.74
meglátogat,VERB,1,98.75
viselkedik,VERB,1,98.75
indulj,VERB,1,98.75
odavezet,VERB,1,98.75
földszinti,ADJ,1,98.75
mázolt,ADJ,1,98.76
felírás,NOUN,1,98.76
mondva,ADV,1,98.76
borzas,ADJ,1,98.76
elérzékenyülve,ADV,1,98.77
megbocsátik,VERB,1,98.77
csésze,NOUN,1,98.77
csábító,ADJ,1,98.77
délfelé,ADV,1,98.77
kitisztul,VERB,1,98.78
fölszikkad,VERB,1,98.78
budai,ADJ,1,98.78
felhalmozott,ADJ,1,98.78
zsibong,VERB,1,98.79
maradt,ADJ,1,98.79
eszeget,VERB,1,98.79
összegyülekezik,VERB,1,98.79
negyedik,ADJ,1,98.79
ötödik,ADJ,1,98.8
megrohan,VERB,1,98.8
hajnal,NOUN,1,98.8
megrendelés,NOUN,1,98.8
előhív,VERB,1,98.81
rejtve,ADV,1,98.81
ötlépésnyi,ADJ,1,98.81
rávet,VERB,1,98.81
kergessétek,VERB,1,98.82
segítségetekre,NOUN,1,98.82
két,ADV,1,98.82
annyian,ADV,1,98.82
csapattámadás,NOUN,1,98.82
személyes,ADJ,1,98.83
megigazgat,VERB,1,98.83
kapavágás,NOUN,1,98.83
talicska,NOUN,1,98.83
serény,ADJ,1,98.84
sürgött-forog,VERB,1,98.84
fahasáb,NOUN,1,98.84
felbukkan,VERB,1,98.84
hiányzó,ADJ,1,98.84
visszafoglal,VERB,1,98.85
ám,ADV,1,98.85
emlékezhetik,VERB,1,98.85
átment,ADJ,1,98.85
fölfedez,VERB,1,98.86
kedveskedik,VERB,1,98.86
visszalopott,ADJ,1,98.86
visszaszerez,VERB,1,98.86
eltávozik,VERB,1,98.86
göngyölve,ADV,1,98.87
elvettetek,VERB,1,98.87
helyettes,ADJ,1,98.87
főzve,ADV,1,98.87
lefőz,VERB,1,98.88
siető,ADJ,1,98.88
sürgő-forgó,ADJ,1,98.88
rendezkedő,ADJ,1,98.88
veszélyes,ADJ,1,98.89
helyedre,NOUN,1,98.89
